configuration_accession,modality,modality_count,lab,submitted_by,award_component,file_set_accession,assay_term,preferred_assay_titles,aliases,raw_seqspec_version,normalized_seqspec_version,requested_reads,requested_reads_total,expected_fastq_count,supplied_fastq_count,controlled_access,report_path,run_status,pass_count,warning_count,error_count,interpretation_count
IGVFFI7552HOFE,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS8538QPTO,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_4421_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7552HOFE/atac.json,cached,15,6,0,10
IGVFFI7555ZDZM,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS6016KROL,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7555ZDZM/rna.json,cached,19,3,0,5
IGVFFI7555ZGWM,atac,1,"Jimmie Ye, UCSF",Marcus Alvarez,mapping,IGVFDS2907ITTR,single-nucleus ATAC-seq,10x multiome,jimmie-ye:seqspec-XX10-SC4_snATAC_S1,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7555ZGWM/atac.json,cached,18,2,0,5
IGVFFI7556LGDZ,rna,1,"Jimmie Ye, UCSF",Marcus Alvarez,mapping,IGVFDS4076MDBL,single-nucleus RNA sequencing assay,10x multiome,jimmie-ye:seqspec-XX8-SC3_snRNA_S2,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7556LGDZ/rna.json,cached,19,3,0,5
IGVFFI7557IPDX,rna,1,"Jimmie Ye, UCSF",Marcus Alvarez,mapping,IGVFDS6664NMJE,single-nucleus RNA sequencing assay,10x multiome,jimmie-ye:seqspec-XX11-SC2_snRNA_S0,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7557IPDX/rna.json,cached,19,3,0,5
IGVFFI7558KCAF,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS4176ROKL,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7558KCAF/rna.json,cached,14,5,0,3
IGVFFI7558NQUC,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS8526XWJQ,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7558NQUC/atac.json,cached,18,2,0,5
IGVFFI7558NXUB,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS9966TLZG,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7558NXUB/rna.json,cached,18,3,0,2
IGVFFI7561QDZN,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS2451WVVC,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_1587_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7561QDZN/atac.json,cached,13,5,0,9
IGVFFI7562LXHY,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS2780CUNN,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7562LXHY/rna.json,cached,18,3,0,2
IGVFFI7566WPNV,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS7065DYHF,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7566WPNV/rna.json,cached,19,3,0,5
IGVFFI7569TIFT,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS8743JWNN,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7569TIFT/rna.json,cached,14,5,0,3
IGVFFI7569WZPE,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS3693GVNN,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7569WZPE/rna.json,cached,14,5,0,3
IGVFFI7570CDVV,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS3569UOEO,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_4003_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7570CDVV/atac.json,cached,15,6,0,10
IGVFFI7570CNVH,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS3112XAVR,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7570CNVH/atac.json,cached,18,2,0,5
IGVFFI7570LGFF,crispr,1,"Gary Hon, UT",Mpathi Nzima,functional characterization,IGVFDS3975GDHT,,Perturb-seq,gary-hon:seqspec_IGVFFI4191TQLF_sgrna,0.3.0,0.4.0,10000,30000,3,3,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7570LGFF/crispr.json,cached,16,8,0,9
IGVFFI7573INZH,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS2391MEXB,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7573INZH/atac.json,cached,18,2,0,5
IGVFFI7573MDRC,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS7538AGGA,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8812_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7573MDRC/atac.json,cached,15,6,0,10
IGVFFI7574PMSP,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS6826OTBD,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7574PMSP/rna.json,cached,14,5,0,3
IGVFFI7576SWVM,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS6520WEMB,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7576SWVM/rna.json,cached,15,5,0,6
IGVFFI7578HARF,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS4938RHAV,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8546_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7578HARF/atac.json,cached,15,6,0,10
IGVFFI7578WEMK,crispr,1,"Gary Hon, UT",Mpathi Nzima,functional characterization,IGVFDS6534GRPN,,Perturb-seq,gary-hon:seqspec_IGVFFI7778RGQZ_sgrna,0.3.0,0.4.0,10000,30000,3,3,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7578WEMK/crispr.json,cached,16,8,0,9
IGVFFI7580LSTL,atac,1,"Jimmie Ye, UCSF",Marcus Alvarez,mapping,IGVFDS4566SRQX,single-nucleus ATAC-seq,10x multiome,jimmie-ye:seqspec-XX5-SC1_snATAC_S4,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7580LSTL/atac.json,cached,18,2,0,5
IGVFFI7580NOMX,rna,1,"Jimmie Ye, UCSF",Marcus Alvarez,mapping,IGVFDS0424WDCP,single-nucleus RNA sequencing assay,10x multiome,jimmie-ye:seqspec-XX11-SC1_snRNA_S0,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7580NOMX/rna.json,cached,19,3,0,5
IGVFFI7580YWPA,tag,1,"Gary Hon, UT",Mpathi Nzima,functional characterization,IGVFDS8839RSIR,,Perturb-seq,gary-hon:seqspec_IGVFFI9175HBPO_hto,0.3.0,0.4.0,10000,30000,3,3,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7580YWPA/tag.json,cached,18,11,0,8
IGVFFI7581HKPE,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS2338IVRI,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7581HKPE/atac.json,cached,18,2,0,5
IGVFFI7581RSAH,tag,1,"Gary Hon, UT",Mpathi Nzima,functional characterization,IGVFDS6231TYIS,,Perturb-seq,gary-hon:seqspec_IGVFFI7413XGHD_hto,0.3.0,0.4.0,10000,30000,3,3,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7581RSAH/tag.json,cached,18,11,0,8
IGVFFI7586JXPW,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS2968WNNB,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7586JXPW/rna.json,cached,14,5,0,3
IGVFFI7586JZUS,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS6235OWZP,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_1031_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7586JZUS/atac.json,cached,15,6,0,10
IGVFFI7587BYHQ,rna,1,"Jimmie Ye, UCSF",Marcus Alvarez,mapping,IGVFDS8327GJYL,single-nucleus RNA sequencing assay,10x multiome,jimmie-ye:seqspec-XX14-SC3_snRNA_S2,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7587BYHQ/rna.json,cached,19,3,0,5
IGVFFI7589EDXY,crispr,1,"Gary Hon, UT",Mpathi Nzima,functional characterization,IGVFDS4379QIZJ,,Perturb-seq,gary-hon:seqspec_IGVFFI3750LQRN_sgrna,0.3.0,0.4.0,10000,30000,3,3,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7589EDXY/crispr.json,cached,16,8,0,9
IGVFFI7589OPSB,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS3622WNKQ,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7589OPSB/atac.json,cached,18,2,0,5
IGVFFI7592EEMQ,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS5860CJQG,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7592EEMQ/rna.json,cached,19,3,0,5
IGVFFI7592OHYU,crispr,1,"Gary Hon, UT",Mpathi Nzima,functional characterization,IGVFDS5654OECZ,,Perturb-seq,gary-hon:seqspec_IGVFFI4118UJRC_sgrna,0.3.0,0.4.0,10000,30000,3,3,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7592OHYU/crispr.json,cached,16,9,0,8
IGVFFI7592UOAQ,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS3673RLHA,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_9191_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7592UOAQ/atac.json,cached,15,6,0,10
IGVFFI7593RQMT,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS7715LIYV,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7593RQMT/rna.json,cached,14,5,0,3
IGVFFI7593XCYG,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS0026GUHT,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_8355_seqspec,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7593XCYG/rna.json,cached,14,6,0,8
IGVFFI7594KANU,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS1902SDBK,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8818_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7594KANU/atac.json,cached,15,6,0,10
IGVFFI7594UGLG,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS5449NHFC,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7594UGLG/rna.json,cached,14,5,0,3
IGVFFI7596AITA,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS5048MXBT,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7596AITA/rna.json,cached,14,5,0,3
IGVFFI7597MNBE,rna,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS9624INNM,single-nucleus RNA sequencing assay,10x multiome,ansuman-satpathy:seqspec_igvf_mouse_bridge_101_rna,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7597MNBE/rna.json,cached,18,3,0,2
IGVFFI7599IQQZ,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS7353IJJV,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_3931_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7599IQQZ/rna.json,cached,16,6,0,10
IGVFFI7600PGDH,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS1684WYLJ,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7600PGDH/rna.json,cached,14,5,0,3
IGVFFI7601HSDX,atac,1,"Jay Shendure, UW",Ian Whaling,functional characterization,IGVFDS6675BDQA,single-cell ATAC-seq,scATAC-seq,jay-shendure:seqspec2_of_set_IGVFDS6675BDQA-1_fixed,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7601HSDX/atac.json,cached,17,1,0,5
IGVFFI7602VMZO,atac,1,"Leif Ludwig, MDC",Ludwig Lab,mapping,IGVFDS8732GYRE,single-cell ATAC-seq,mtscMultiome,leif-ludwig:measurement2305510014_scATAC_L008_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7602VMZO/atac.json,cached,14,2,0,4
IGVFFI7603OBVX,crispr,1,"Charles Gersbach, Duke",Alejandro Barrera,functional characterization,IGVFDS8640WFSC,,Perturb-seq,charles-gersbach:mhc-perturb-seq-npc-p300-grna9-seqspec,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7603OBVX/crispr.json,cached,12,3,0,2
IGVFFI7604XGXT,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS8468SBJO,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7604XGXT/rna.json,cached,14,5,0,3
IGVFFI7606JMIG,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS4160BSWK,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7606JMIG/rna.json,cached,18,3,0,2
IGVFFI7606RDKP,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS7599MRSE,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7606RDKP/rna.json,cached,15,5,0,6
IGVFFI7607KSMY,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS7419QTMU,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7607KSMY/atac.json,cached,18,2,0,5
IGVFFI7607QGPV,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS8131BLMU,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_9014_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7607QGPV/atac.json,cached,15,6,0,10
IGVFFI7608RMNM,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS1656AIJU,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_2616_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7608RMNM/rna.json,cached,14,6,0,8
IGVFFI7608XIFB,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS2344ZIPD,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7608XIFB/rna.json,cached,14,5,0,3
IGVFFI7609AISO,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS7741XHLW,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7609AISO/rna.json,cached,14,5,0,3
IGVFFI7610OJLY,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS5674PNNL,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_2536_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7610OJLY/rna.json,cached,14,6,0,8
IGVFFI7611BYVV,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS4343EECQ,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7611BYVV/atac.json,cached,18,2,0,5
IGVFFI7612IRTZ,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS1479KDWW,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7612IRTZ/rna.json,cached,14,5,0,3
IGVFFI7614KZWT,rna,1,"Jesse Engreitz, Stanford",Chongyon Park,functional characterization,IGVFDS0562EWQF,in vitro CRISPR screen using single-cell RNA-seq,Perturb-seq,jesse-engreitz:configuration_file_teloHAEC_2k_IGVFDS0562EWQF,0.3.0,0.4.0,10000,150000,15,15,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7614KZWT/rna.json,cached,51,25,0,17
IGVFFI7614YSZP,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS0646FGSI,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7614YSZP/rna.json,cached,18,3,0,2
IGVFFI7615NGAJ,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS8596SFBH,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7615NGAJ/rna.json,cached,14,5,0,3
IGVFFI7615UJDM,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS5391ZQHQ,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7615UJDM/rna.json,cached,14,5,0,3
IGVFFI7616TKXV,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS8787HYOO,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7616TKXV/rna.json,cached,14,5,0,3
IGVFFI7619VMXY,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS1147YWRU,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7619VMXY/rna.json,cached,14,5,0,3
IGVFFI7621BOFO,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS2510NXJE,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_4061_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7621BOFO/atac.json,cached,15,6,0,10
IGVFFI7622NALS,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS0880SMRE,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8528_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7622NALS/atac.json,cached,15,6,0,10
IGVFFI7622TSRB,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS6356BAJX,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7622TSRB/rna.json,cached,14,5,0,3
IGVFFI7623ALCE,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS1144SYSV,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7623ALCE/rna.json,cached,14,5,0,3
IGVFFI7624GVGV,tag,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,functional characterization,IGVFDS8561MVXS,,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp16_multi_10x4_NGS3,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7624GVGV/tag.json,cached,16,4,0,3
IGVFFI7625EHPP,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS9956LFKB,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7625EHPP/atac.json,cached,18,2,0,5
IGVFFI7625MPIF,atac,1,"Leif Ludwig, MDC",Ludwig Lab,mapping,IGVFDS6652SASN,single-cell ATAC-seq,mtscMultiome,leif-ludwig:measurement2303522004_scATAC_L005_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7625MPIF/atac.json,cached,14,2,0,4
IGVFFI7626JHYZ,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS5831VOEM,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8767_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7626JHYZ/atac.json,cached,15,6,0,10
IGVFFI7626MUTJ,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS4748FKTG,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7626MUTJ/rna.json,cached,14,5,0,3
IGVFFI7626ODLB,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS6235OWZP,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_9159_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7626ODLB/atac.json,cached,15,7,0,9
